Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Product group,Support Level,Country,Type
Closed,3314,Medium,Email,Bug report,1st line support,Kristos Westoll,13-10-2023 17:04,15-10-2023 17:04,13-10-2023 18:04,41:12.1,Within SLA,26:44.7,SLA Violated,01:52.1,Custom software development,Tier 1,Slovenia,Incident
Resolved,3315,Medium,Chat,Feature request,2nd line support,Adolpho Messingham,14-10-2023 19:17,15-10-2023 19:17,14-10-2023 19:19,23:38.1,SLA Violated,19:30.6,SLA Violated,,Ready to use Software,Tier 2,France,Change
Closed,3316,Medium,Email,Feature request,1st line support,Sheela Cutten,14-10-2023 13:17,16-10-2023 13:17,14-10-2023 14:17,52:20.1,Within SLA,38:18.8,Within SLA,54:27.0,Custom software development,Tier 1,Republic of Ireland,Change
In progress,3317,Low,Email,Pricing and licensing,1st line support,Nicola Wane,14-10-2023 19:40,16-10-2023 19:40,14-10-2023 20:40,12:54.2,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,France,Request
Resolved,3318,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,14-10-2023 15:22,15-10-2023 15:22,14-10-2023 15:24,23:45.4,Within SLA,47:48.5,Within SLA,,Ready to use Software,Tier 1,Spain,Request
Closed,3319,Medium,Chat,Pricing and licensing,1st line support,Kristos Westoll,14-10-2023 07:59,15-10-2023 07:59,14-10-2023 08:01,01:21.8,Within SLA,41:22.2,SLA Violated,28:17.1,Custom software development,Tier 1,Germany,Request
Resolved,3331,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,16-10-2023 09:32,18-10-2023 09:32,16-10-2023 10:32,11:30.4,Within SLA,05:13.2,Within SLA,,Ready to use Software,Tier 1,Poland,Request
In progress,3332,Medium,Email,Feature request,1st line support,Sheela Cutten,16-10-2023 14:25,18-10-2023 14:25,16-10-2023 15:25,42:19.8,Within SLA,,SLA Violated,,Other,Tier 1,Italy,Change
In progress,3333,Low,Phone,Product setup,1st line support,Connor Danielovitch,16-10-2023 14:14,18-10-2023 14:14,16-10-2023 14:16,16:19.4,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Italy,Request
In progress,3334,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,16-10-2023 12:38,18-10-2023 12:38,16-10-2023 13:38,11:14.1,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Slovenia,Request
Resolved,3335,Low,Email,Bug report,1st line support,Nicola Wane,16-10-2023 22:24,18-10-2023 22:24,16-10-2023 23:24,51:50.3,Within SLA,58:32.4,Within SLA,,Ready to use Software,Tier 1,Italy,Incident
Resolved,3336,Medium,Chat,Bug report,1st line support,Connor Danielovitch,16-10-2023 04:17,17-10-2023 04:17,16-10-2023 04:19,17:39.0,Within SLA,00:46.6,Within SLA,,Ready to use Software,Tier 1,Germany,Incident
Resolved,3337,Low,Chat,Bug report,1st line support,Sheela Cutten,16-10-2023 13:54,17-10-2023 13:54,16-10-2023 13:56,54:23.6,Within SLA,00:55.2,SLA Violated,,Training and Consulting Services,Tier 1,France,Incident
Closed,3338,High,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,16-10-2023 18:14,17-10-2023 18:14,16-10-2023 18:16,15:28.1,Within SLA,29:16.4,Within SLA,58:03.5,Custom software development,Tier 1,Austria,Request
Resolved,3339,Low,Email,Pricing and licensing,2nd line support,Heather Urry,16-10-2023 19:22,18-10-2023 19:22,16-10-2023 20:22,08:05.7,Within SLA,40:55.6,Within SLA,,Custom software development,Tier 2,Poland,Request
Resolved,3340,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,16-10-2023 00:12,17-10-2023 00:12,16-10-2023 00:14,17:25.5,SLA Violated,04:44.1,Within SLA,,Custom software development,Tier 1,Italy,Request
Closed,3341,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,16-10-2023 00:32,18-10-2023 00:32,16-10-2023 01:32,30:34.7,Within SLA,43:40.9,Within SLA,03:26.6,Other,Tier 1,Spain,Request
Closed,3342,High,Email,Purchasing and invoicing,1st line support,Sheela Cutten,16-10-2023 00:49,18-10-2023 00:49,16-10-2023 01:49,10:53.4,Within SLA,34:46.3,Within SLA,18:13.5,Training and Consulting Services,Tier 1,Republic of Ireland,Request
Resolved,3343,High,Email,Pricing and licensing,1st line support,Bernard Beckley,17-10-2023 00:10,19-10-2023 00:10,17-10-2023 01:10,44:55.4,Within SLA,02:52.8,Within SLA,,Ready to use Software,Tier 1,United Kingdom,Request
Closed,3344,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,17-10-2023 21:43,18-10-2023 21:43,17-10-2023 21:45,43:37.7,Within SLA,08:05.8,SLA Violated,20:40.2,Ready to use Software,Tier 1,Germany,Request
Closed,3345,Low,Email,Bug report,1st line support,Nicola Wane,17-10-2023 08:26,19-10-2023 08:26,17-10-2023 09:26,25:11.1,Within SLA,56:04.9,Within SLA,11:17.2,Ready to use Software,Tier 1,Italy,Incident
Resolved,3346,Low,Email,Other,1st line support,Connor Danielovitch,17-10-2023 11:44,19-10-2023 11:44,17-10-2023 12:44,00:15.2,Within SLA,09:11.8,Within SLA,,Custom software development,Tier 1,Spain,Request
Resolved,3347,Low,Email,Bug report,1st line support,Nicola Wane,17-10-2023 20:29,19-10-2023 20:29,17-10-2023 21:29,26:40.4,Within SLA,12:09.1,Within SLA,,Training and Consulting Services,Tier 1,Germany,Incident
Closed,3348,Low,Email,Training request,2nd line support,Michele Whyatt,17-10-2023 06:00,19-10-2023 06:00,17-10-2023 07:00,47:01.0,SLA Violated,58:32.3,SLA Violated,13:56.2,Training and Consulting Services,Tier 2,Czech Republic,Request
Resolved,3349,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,18-10-2023 08:08,20-10-2023 08:08,18-10-2023 09:08,51:54.3,Within SLA,48:06.0,SLA Violated,,Ready to use Software,Tier 1,Republic of Ireland,Request
Resolved,3350,Low,Phone,Other,1st line support,Bernard Beckley,18-10-2023 10:05,20-10-2023 10:05,18-10-2023 10:07,05:44.6,Within SLA,14:45.7,SLA Violated,,Ready to use Software,Tier 1,United Kingdom,Request
In progress,3351,Low,Chat,Product setup,1st line support,Sheela Cutten,18-10-2023 21:51,19-10-2023 21:51,18-10-2023 21:53,53:19.9,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Poland,Request
Resolved,3352,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,18-10-2023 05:39,19-10-2023 05:39,18-10-2023 05:41,39:13.3,Within SLA,50:54.7,Within SLA,,Custom software development,Tier 1,Republic of Ireland,Request
Closed,3353,Medium,Email,Product setup,1st line support,Sheela Cutten,18-10-2023 15:35,20-10-2023 15:35,18-10-2023 16:35,28:27.8,Within SLA,56:50.4,Within SLA,29:18.8,Custom software development,Tier 1,Czech Republic,Request
Closed,3354,Low,Phone,Purchasing and invoicing,1st line support,Bernard Beckley,18-10-2023 17:52,20-10-2023 17:52,18-10-2023 17:54,55:09.7,SLA Violated,32:16.0,SLA Violated,46:54.2,Custom software development,Tier 1,Czech Republic,Request
Resolved,3355,Medium,Chat,Other,2nd line support,Adolpho Messingham,18-10-2023 02:49,19-10-2023 02:49,18-10-2023 02:51,49:05.6,Within SLA,47:01.9,Within SLA,,Ready to use Software,Tier 2,United Kingdom,Request
Closed,3356,Medium,Email,Product setup,1st line support,Kristos Westoll,18-10-2023 20:38,20-10-2023 20:38,18-10-2023 21:38,20:24.4,Within SLA,56:08.7,Within SLA,36:56.8,Training and Consulting Services,Tier 1,Poland,Request
Resolved,3357,Low,Email,Bug report,1st line support,Connor Danielovitch,18-10-2023 22:51,20-10-2023 22:51,18-10-2023 23:51,22:04.0,Within SLA,32:47.2,SLA Violated,,Ready to use Software,Tier 1,Poland,Incident
Resolved,3358,Medium,Phone,Product setup,1st line support,Sheela Cutten,18-10-2023 11:15,20-10-2023 11:15,18-10-2023 11:17,17:58.1,SLA Violated,47:55.0,Within SLA,,Training and Consulting Services,Tier 1,Poland,Request
Resolved,3359,High,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,18-10-2023 15:22,19-10-2023 15:22,18-10-2023 15:24,24:42.0,Within SLA,09:57.1,Within SLA,,Ready to use Software,Tier 2,Poland,Request
Closed,3360,Low,Email,Product setup,1st line support,Bernard Beckley,18-10-2023 20:36,20-10-2023 20:36,18-10-2023 21:36,11:38.1,Within SLA,55:25.3,Within SLA,39:39.4,Training and Consulting Services,Tier 1,Slovenia,Request
In progress,3361,High,Email,Product setup,2nd line support,Michele Whyatt,18-10-2023 03:46,20-10-2023 03:46,18-10-2023 04:46,30:57.2,Within SLA,,SLA Violated,,Custom software development,Tier 2,Germany,Request
Closed,3363,High,Chat,Product setup,2nd line support,Michele Whyatt,18-10-2023 21:11,19-10-2023 21:11,18-10-2023 21:13,13:12.6,Within SLA,59:09.9,Within SLA,04:44.8,Ready to use Software,Tier 2,France,Request
In progress,3364,Low,Email,Other,2nd line support,Heather Urry,18-10-2023 00:20,20-10-2023 00:20,18-10-2023 01:20,54:04.5,Within SLA,,SLA Violated,,Other,Tier 2,Republic of Ireland,Request
In progress,3365,High,Email,Training request,1st line support,Kristos Westoll,19-10-2023 06:16,21-10-2023 06:16,19-10-2023 07:16,36:18.4,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 1,United Kingdom,Request
Closed,3366,Low,Chat,Product setup,1st line support,Connor Danielovitch,19-10-2023 17:45,20-10-2023 17:45,19-10-2023 17:47,47:05.8,Within SLA,33:37.9,Within SLA,47:10.0,Ready to use Software,Tier 1,Slovenia,Request
Resolved,3367,Medium,Email,Product setup,1st line support,Bernard Beckley,19-10-2023 04:44,21-10-2023 04:44,19-10-2023 05:44,28:31.3,Within SLA,09:09.3,SLA Violated,,Custom software development,Tier 1,Greece,Request
Closed,3368,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,19-10-2023 12:01,20-10-2023 12:01,19-10-2023 12:03,03:02.3,Within SLA,10:37.7,SLA Violated,36:36.2,Ready to use Software,Tier 1,Poland,Request
Closed,3369,Low,Chat,Feature request,1st line support,Kristos Westoll,19-10-2023 00:51,20-10-2023 00:51,19-10-2023 00:53,52:39.6,Within SLA,06:11.2,Within SLA,56:02.6,Ready to use Software,Tier 1,Republic of Ireland,Change
Resolved,3370,Medium,Email,Product setup,1st line support,Bernard Beckley,19-10-2023 21:34,21-10-2023 21:34,19-10-2023 22:34,58:20.2,Within SLA,27:03.5,Within SLA,,Ready to use Software,Tier 1,United Kingdom,Request
Resolved,3371,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,19-10-2023 04:33,20-10-2023 04:33,19-10-2023 04:35,33:55.4,Within SLA,10:32.4,Within SLA,,Ready to use Software,Tier 1,Republic of Ireland,Request
Resolved,3372,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,19-10-2023 16:15,21-10-2023 16:15,19-10-2023 17:15,27:35.2,Within SLA,20:02.7,Within SLA,,Ready to use Software,Tier 1,United Kingdom,Request
In progress,3373,Low,Email,Other,1st line support,Connor Danielovitch,19-10-2023 13:57,21-10-2023 13:57,19-10-2023 14:57,00:27.4,Within SLA,,SLA Violated,,Custom software development,Tier 1,United Kingdom,Request
Closed,3374,Low,Email,Product setup,1st line support,Bernard Beckley,19-10-2023 01:14,21-10-2023 01:14,19-10-2023 02:14,46:53.8,Within SLA,04:36.1,SLA Violated,26:21.6,Other,Tier 1,Germany,Request
Closed,3376,Medium,Chat,Pricing and licensing,1st line support,Kristos Westoll,19-10-2023 03:54,20-10-2023 03:54,19-10-2023 03:56,55:07.1,Within SLA,16:39.5,SLA Violated,41:32.6,Custom software development,Tier 1,Austria,Request
Resolved,3377,Low,Email,Product setup,2nd line support,Heather Urry,20-10-2023 13:53,22-10-2023 13:53,20-10-2023 14:53,47:33.0,SLA Violated,14:31.2,Within SLA,,Ready to use Software,Tier 2,Poland,Request
Resolved,3379,High,Email,Product setup,2nd line support,Michele Whyatt,20-10-2023 12:13,22-10-2023 12:13,20-10-2023 13:13,52:04.0,Within SLA,34:40.6,Within SLA,,Training and Consulting Services,Tier 2,Spain,Request
Resolved,3380,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,20-10-2023 06:09,22-10-2023 06:09,20-10-2023 07:09,15:56.3,Within SLA,40:51.8,Within SLA,,Custom software development,Tier 1,Poland,Request
In progress,3381,Low,Email,Bug report,2nd line support,Adolpho Messingham,20-10-2023 11:45,22-10-2023 11:45,20-10-2023 12:45,59:56.7,Within SLA,,SLA Violated,,Ready to use Software,Tier 2,Spain,Incident
Closed,3383,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,20-10-2023 15:50,22-10-2023 15:50,20-10-2023 16:50,57:05.5,Within SLA,04:24.3,Within SLA,17:15.6,Custom software development,Tier 1,United Kingdom,Request
Resolved,3384,High,Email,Other,1st line support,Nicola Wane,21-10-2023 20:51,23-10-2023 20:51,21-10-2023 21:51,31:36.6,Within SLA,05:18.8,Within SLA,,Custom software development,Tier 1,United Kingdom,Request
Closed,3385,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,21-10-2023 04:11,23-10-2023 04:11,21-10-2023 05:11,32:58.8,Within SLA,31:52.4,Within SLA,16:37.4,Ready to use Software,Tier 1,Poland,Request
Closed,3386,Low,Phone,Product setup,1st line support,Bernard Beckley,21-10-2023 09:09,23-10-2023 09:09,21-10-2023 09:11,09:59.1,Within SLA,20:24.6,SLA Violated,55:17.2,Ready to use Software,Tier 1,United Kingdom,Request
In progress,3398,Medium,Chat,Product setup,2nd line support,Heather Urry,22-10-2023 00:18,23-10-2023 00:18,22-10-2023 00:20,24:04.9,SLA Violated,,SLA Violated,,Training and Consulting Services,Tier 2,Spain,Request
Resolved,3399,High,Email,Product setup,2nd line support,Heather Urry,22-10-2023 16:51,24-10-2023 16:51,22-10-2023 17:51,45:30.4,Within SLA,09:36.2,Within SLA,,Ready to use Software,Tier 2,Italy,Request
Resolved,3400,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,22-10-2023 14:43,24-10-2023 14:43,22-10-2023 15:43,26:59.9,Within SLA,19:32.9,Within SLA,,Ready to use Software,Tier 1,Czech Republic,Request
Closed,3401,Medium,Chat,Feature request,1st line support,Kristos Westoll,22-10-2023 11:24,23-10-2023 11:24,22-10-2023 11:26,25:44.8,Within SLA,45:12.4,Within SLA,10:51.5,Other,Tier 1,Germany,Change
Closed,3402,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,22-10-2023 02:32,24-10-2023 02:32,22-10-2023 03:32,27:03.4,SLA Violated,35:10.7,SLA Violated,53:58.0,Custom software development,Tier 1,Germany,Request
Closed,3403,Low,Phone,Product setup,2nd line support,Adolpho Messingham,22-10-2023 08:47,24-10-2023 08:47,22-10-2023 08:49,48:34.2,Within SLA,16:13.4,Within SLA,25:09.3,Custom software development,Tier 2,Spain,Request
Closed,3404,Low,Chat,Bug report,1st line support,Connor Danielovitch,23-10-2023 00:01,24-10-2023 00:01,23-10-2023 00:03,02:25.0,Within SLA,32:27.9,SLA Violated,56:51.5,Ready to use Software,Tier 1,Czech Republic,Incident
Resolved,3405,Low,Email,Bug report,1st line support,Sheela Cutten,23-10-2023 17:28,25-10-2023 17:28,23-10-2023 18:28,57:13.2,Within SLA,56:24.3,Within SLA,,Training and Consulting Services,Tier 1,Czech Republic,Incident
Closed,3406,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,23-10-2023 14:41,25-10-2023 14:41,23-10-2023 15:41,27:36.4,Within SLA,00:18.4,Within SLA,53:29.7,Ready to use Software,Tier 1,Italy,Request
Closed,3407,Medium,Email,Feature request,1st line support,Nicola Wane,23-10-2023 04:03,25-10-2023 04:03,23-10-2023 05:03,15:53.8,Within SLA,59:43.8,Within SLA,22:23.3,Custom software development,Tier 1,Spain,Change
Resolved,3408,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,24-10-2023 00:55,26-10-2023 00:55,24-10-2023 01:55,34:47.4,Within SLA,10:06.3,Within SLA,,Other,Tier 1,Germany,Request
Closed,3409,Medium,Email,Bug report,1st line support,Kristos Westoll,24-10-2023 16:57,26-10-2023 16:57,24-10-2023 17:57,31:17.4,Within SLA,40:49.0,SLA Violated,03:33.6,Ready to use Software,Tier 1,Germany,Incident
Closed,3410,Medium,Chat,Feature request,1st line support,Nicola Wane,24-10-2023 05:56,25-10-2023 05:56,24-10-2023 05:58,58:00.0,Within SLA,35:44.6,SLA Violated,03:32.1,Custom software development,Tier 1,Greece,Change
Closed,3411,Low,Chat,Purchasing and invoicing,2nd line support,Heather Urry,24-10-2023 09:33,25-10-2023 09:33,24-10-2023 09:35,35:17.7,Within SLA,46:27.6,Within SLA,35:19.1,Custom software development,Tier 2,Italy,Request
Closed,3412,High,Email,Product setup,2nd line support,Adolpho Messingham,24-10-2023 20:01,26-10-2023 20:01,24-10-2023 21:01,32:30.6,Within SLA,40:33.9,Within SLA,18:06.2,Ready to use Software,Tier 2,United Kingdom,Request
Resolved,3413,Medium,Email,Feature request,1st line support,Sheela Cutten,24-10-2023 23:54,26-10-2023 23:54,25-10-2023 00:54,56:01.8,Within SLA,49:52.4,Within SLA,,Other,Tier 1,Germany,Change
Closed,3414,Medium,Chat,Product setup,1st line support,Bernard Beckley,24-10-2023 11:54,25-10-2023 11:54,24-10-2023 11:56,56:34.4,Within SLA,32:59.3,Within SLA,48:18.7,Other,Tier 1,Bulgaria,Request
Closed,3415,Medium,Email,Pricing and licensing,2nd line support,Adolpho Messingham,25-10-2023 23:08,27-10-2023 23:08,26-10-2023 00:08,09:32.1,Within SLA,24:38.6,Within SLA,40:31.2,Custom software development,Tier 2,Italy,Request
Resolved,3416,Low,Chat,Product setup,1st line support,Connor Danielovitch,25-10-2023 09:24,26-10-2023 09:24,25-10-2023 09:26,24:40.5,Within SLA,53:57.8,SLA Violated,,Training and Consulting Services,Tier 1,Poland,Request
Closed,3417,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,25-10-2023 10:48,27-10-2023 10:48,25-10-2023 11:48,30:48.8,Within SLA,07:40.0,Within SLA,17:02.5,Ready to use Software,Tier 1,Slovenia,Request
In progress,3418,Low,Email,Product setup,2nd line support,Michele Whyatt,25-10-2023 04:04,27-10-2023 04:04,25-10-2023 05:04,20:43.2,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 2,Greece,Request
Resolved,3419,Low,Email,Product setup,1st line support,Bernard Beckley,25-10-2023 23:34,27-10-2023 23:34,26-10-2023 00:34,09:14.5,Within SLA,45:29.7,Within SLA,,Custom software development,Tier 1,United Kingdom,Request
Resolved,3420,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,25-10-2023 01:13,26-10-2023 01:13,25-10-2023 01:15,14:14.9,Within SLA,07:41.7,Within SLA,,Training and Consulting Services,Tier 1,Slovenia,Request
Closed,3421,High,Chat,Training request,1st line support,Nicola Wane,26-10-2023 09:44,27-10-2023 09:44,26-10-2023 09:46,46:16.9,Within SLA,08:05.5,Within SLA,22:18.2,Training and Consulting Services,Tier 1,United Kingdom,Request
Resolved,3422,Low,Chat,Bug report,2nd line support,Adolpho Messingham,26-10-2023 02:28,27-10-2023 02:28,26-10-2023 02:30,30:35.9,SLA Violated,24:59.0,SLA Violated,,Ready to use Software,Tier 2,Austria,Incident
Resolved,3423,Low,Email,Feature request,1st line support,Connor Danielovitch,26-10-2023 05:47,28-10-2023 05:47,26-10-2023 06:47,28:54.6,Within SLA,22:48.0,Within SLA,,Ready to use Software,Tier 1,Poland,Change
Closed,3424,Medium,Chat,Product setup,1st line support,Sheela Cutten,26-10-2023 01:39,27-10-2023 01:39,26-10-2023 01:41,39:58.9,Within SLA,53:06.5,Within SLA,26:35.8,Ready to use Software,Tier 1,Austria,Request
In progress,3425,High,Phone,Bug report,1st line support,Bernard Beckley,26-10-2023 15:13,28-10-2023 15:13,26-10-2023 15:15,13:52.3,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Republic of Ireland,Incident
Resolved,3426,Medium,Email,Bug report,1st line support,Kristos Westoll,26-10-2023 22:22,28-10-2023 22:22,26-10-2023 23:22,00:02.8,Within SLA,33:44.7,Within SLA,,Ready to use Software,Tier 1,Italy,Incident
Closed,3427,Low,Email,Product setup,2nd line support,Heather Urry,26-10-2023 16:21,28-10-2023 16:21,26-10-2023 17:21,26:55.9,Within SLA,05:18.0,SLA Violated,21:11.4,Ready to use Software,Tier 2,France,Request
Resolved,3428,Low,Email,Pricing and licensing,2nd line support,Heather Urry,26-10-2023 16:46,28-10-2023 16:46,26-10-2023 17:46,24:03.9,Within SLA,05:37.6,Within SLA,,Custom software development,Tier 2,France,Request
In progress,3429,High,Email,Feature request,1st line support,Kristos Westoll,26-10-2023 18:56,28-10-2023 18:56,26-10-2023 19:56,10:21.0,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Poland,Change
